code,name,sector
002041,登海种业,A05农、林、牧、渔专业及辅助性活动
002042,华孚时尚,C17纺织业
002043,兔宝宝,C20木材加工和木、竹、藤、棕、草制品业
002044,美年健康,Q84卫生
002045,国光电器,C39计算机、通信和其他电子设备制造业
002046,国机精工,C34通用设备制造业
002047,宝鹰股份,E50建筑装饰、装修和其他建筑业
002048,宁波华翔,C36汽车制造业
002049,紫光国微,C39计算机、通信和其他电子设备制造业
002050,三花智控,C34通用设备制造业
002051,中工国际,E48土木工程建筑业
002052,同洲电子,C39计算机、通信和其他电子设备制造业
002053,云南能投,D44电力、热力生产和供应业
002054,德美化工,C26化学原料和化学制品制造业
002055,ST得润,C39计算机、通信和其他电子设备制造业
002056,横店东磁,C38电气机械和器材制造业
002057,中钢天源,C26化学原料和化学制品制造业
002058,威尔泰,C40仪器仪表制造业
002059,云南旅游,N78公共设施管理业
002060,广东建工,E48土木工程建筑业
002061,浙江交科,E48土木工程建筑业
002062,宏润建设,E48土木工程建筑业
002063,远光软件,I65软件和信息技术服务业
002064,华峰化学,C28化学纤维制造业
002065,东华软件,I65软件和信息技术服务业
002066,瑞泰科技,C30非金属矿物制品业
002067,景兴纸业,C22造纸和纸制品业
002068,黑猫股份,C26化学原料和化学制品制造业
002069,獐子岛,A04渔业
002072,凯瑞德,F51批发业
002073,软控股份,C35专用设备制造业
002074,国轩高科,C38电气机械和器材制造业
002075,沙钢股份,C31黑色金属冶炼和压延加工业
002076,星光股份,C38电气机械和器材制造业
002077,大港股份,C39计算机、通信和其他电子设备制造业
002078,太阳纸业,C22造纸和纸制品业
002079,苏州固锝,C39计算机、通信和其他电子设备制造业
002080,中材科技,C30非金属矿物制品业
002081,金螳螂,E50建筑装饰、装修和其他建筑业
002082,ST万邦,C27医药制造业
002083,孚日股份,C17纺织业
002084,海鸥住工,C33金属制品业
002085,万丰奥威,C36汽车制造业
002086,东方海洋,A04渔业
002088,鲁阳节能,C30非金属矿物制品业
002090,金智科技,C38电气机械和器材制造业
002091,江苏国泰,F51批发业
002092,中泰化学,C26化学原料和化学制品制造业
002093,国脉科技,I65软件和信息技术服务业
002094,青岛金王,C26化学原料和化学制品制造业
002095,生意宝,I64互联网和相关服务
002096,易普力,C26化学原料和化学制品制造业
002097,山河智能,C35专用设备制造业
002098,浔兴股份,C41其他制造业
002099,海翔药业,C27医药制造业
002100,天康生物,C13农副食品加工业
002101,广东鸿图,C36汽车制造业
002102,ST能特,C27医药制造业
002103,广博股份,C24文教、工美、体育和娱乐用品制造业
002104,恒宝股份,C39计算机、通信和其他电子设备制造业
002105,信隆健康,C37铁路、船舶、航空航天和其他运输设备制造业
002106,莱宝高科,C39计算机、通信和其他电子设备制造业
002107,沃华医药,C27医药制造业
002108,沧州明珠,C29橡胶和塑料制品业
002109,ST兴化,C26化学原料和化学制品制造业
002110,三钢闽光,C31黑色金属冶炼和压延加工业
002111,威海广泰,C35专用设备制造业
002112,三变科技,C38电气机械和器材制造业
002114,罗平锌电,C32有色金属冶炼和压延加工业
002115,三维通信,L72商务服务业
002116,中国海诚,E48土木工程建筑业
002117,东港股份,C23印刷和记录媒介复制业
002119,康强电子,C39计算机、通信和其他电子设备制造业
002120,韵达股份,G60邮政业
002121,科陆电子,C40仪器仪表制造业
